"ID","NOME","IDADE","NACIONALIDADE","PONTUACAO_GERAL","POTENCIAL","TIME","VALOR","REMUNERACAO","PERNA_DE_PREFERÊNCIA","REPUTACAO_INTERNACIONAL","POSICAO","CAMISA","CONTRATACAO","EMPRESTADO_DE_","VALIDADE_DO_CONTRATO","ALTURA","PESO","CONTROLE_DE_BOLA","ARRANCADA","AGILIDADE","EQUILÍBRIO","ENERGIA","FORCA"
239491,J. Álvarez,22,Argentina,66,74,Club Atlético Banfield,€950K,€4K,Direita,1.0,Meio-campista esquerdo,22.0,"Apr 25, 2017",,"2021","5'9","157lbs",69.0,75.0,72.0,72.0,67.0,63.0
204164,A. Ludwig,25,Denmark,66,73,Odense Boldklub,€775K,€4K,Esquerda,1.0,Zagueiro pela esquerda,3.0,"Jul 1, 2018",,"2022","6'0","187lbs",60.0,62.0,60.0,64.0,74.0,75.0
205956,C. Dunne,25,Republic of Ireland,66,68,Motherwell,€650K,€2K,Esquerda,1.0,Zagueiro pela esquerda,18.0,"Jul 23, 2017",,"2020","6'2","190lbs",57.0,83.0,79.0,69.0,77.0,75.0
214660,L. Rodríguez,24,Argentina,66,71,Club Atlético Tigre,€725K,€2K,Esquerda,1.0,Lateral esquerdo,20.0,,Tiburones Rojos de Veracruz,"Jun 30, 2019","5'6","157lbs",67.0,75.0,80.0,86.0,67.0,59.0
224388,J. Gómez,22,Colombia,66,77,Junior FC,€975K,€1K,Direita,1.0,Zagueiro,21.0,"Jun 16, 2017",,"2023","6'0","172lbs",58.0,51.0,54.0,57.0,66.0,80.0
231044,J. Aribo,21,England,66,77,Charlton Athletic,€1.1M,€3K,Esquerda,1.0,Meio campista esquerdo,17.0,"Sep 4, 2015",,"2019","6'0","168lbs",69.0,79.0,81.0,66.0,57.0,67.0
232580,Gabriel,20,Brazil,66,77,LOSC Lille,€975K,€6K,Esquerda,1.0,Zagueiro,4.0,"Jan 31, 2017",,"2021","6'3","192lbs",43.0,64.0,52.0,40.0,65.0,73.0
234372,C. Machado,28,Bolivia,66,67,New England Revolution,€575K,€3K,Direita,1.0,Volante,13.0,"Jul 23, 2018",,"2021","5'8","154lbs",63.0,69.0,63.0,73.0,63.0,58.0
121988,L. Kruse,34,Germany,66,66,Eintracht Braunschweig,€260K,€2K,Direita,1.0,Goleiro,30.0,"Oct 2, 2018",,"2020","6'1","185lbs",14.0,53.0,41.0,44.0,32.0,64.0
191108,S. McConville,29,England,66,66,Accrington Stanley,€625K,€2K,Direita,1.0,Meio-campista esquerdo,11.0,"Jul 1, 2015",,"2021","5'11","163lbs",62.0,78.0,73.0,68.0,70.0,57.0
193412,D. Drocco,29,Argentina,66,66,Club Atlético Huracán,€625K,€5K,Direita,1.0,Meio campista central,26.0,"Jul 25, 2018",,"2019","5'6","154lbs",73.0,74.0,75.0,92.0,83.0,64.0
216709,A. Sušac,29,Croatia,66,66,VfL Osnabrück,€500K,€2K,Direita,1.0,Lateral direito recuado,17.0,"Aug 10, 2017",,"2019","6'1","176lbs",43.0,60.0,57.0,66.0,66.0,78.0
229509,M. Perlak,32,Austria,66,66,SV Mattersburg,€500K,€6K,Direita,1.0,Médio-ofensivo central,20.0,"Jul 1, 2014",,"2019","5'7","132lbs",65.0,70.0,69.0,87.0,72.0,46.0
165509,B. Clarke,30,Republic of Ireland,66,66,Charlton Athletic,€625K,€4K,Esquerda,1.0,Atacante,10.0,"Jul 1, 2017",,"2019","5'7","141lbs",66.0,65.0,89.0,94.0,65.0,71.0
232581,Eduardo,25,Brazil,66,67,Kawasaki Frontale,€625K,€3K,Esquerda,1.0,Zagueiro,23.0,"Jan 2, 2017",,"2019","6'0","185lbs",52.0,52.0,41.0,51.0,82.0,81.0
199046,K. Dawson,28,Republic of Ireland,66,66,Cheltenham Town,€650K,€4K,Direita,1.0,Meio-campista direito,8.0,"Jul 1, 2017",,"2019","5'10","176lbs",62.0,87.0,65.0,71.0,90.0,65.0
220038,H. McGahey,22,England,66,74,Rochdale,€825K,€2K,Direita,1.0,Lateral direito recuado,6.0,"Jul 1, 2016",,"2020","6'2","187lbs",47.0,78.0,46.0,53.0,65.0,81.0
222342,Gu Chao,28,China PR,66,68,Jiangsu Suning FC,€550K,€5K,Direita,1.0,Goleiro,1.0,"Jan 1, 2016",,"2020","6'4","190lbs",16.0,51.0,39.0,50.0,35.0,78.0
232070,R. Caballero,27,Paraguay,66,66,Rionegro Águilas,€675K,€1K,Esquerda,1.0,Atacante,9.0,"Jul 4, 2018",,"2021","6'0","176lbs",67.0,67.0,68.0,60.0,54.0,82.0
236166,Ever Rodeiro,34,Brazil,66,66,Botafogo,€325K,€7K,Direita,1.0,Médio-ofensivo central,20.0,"Jan 1, 2018",,"2021","5'8","157lbs",75.0,65.0,70.0,73.0,61.0,64.0
246406,X. Arreaga,23,Ecuador,66,71,,€0,€0,Direita,1.0,Zagueiro,14.0,,,,"6'0","165lbs",31.0,60.0,42.0,61.0,77.0,66.0
187014,C. Cercado,29,Mexico,66,66,Lobos BUAP,€500K,€3K,Esquerda,1.0,Zagueiro,2.0,"Dec 31, 2012",,"2019","5'7","150lbs",57.0,54.0,56.0,65.0,64.0,73.0
197511,H. Al Raheb,34,Saudi Arabia,66,66,Al Shabab,€350K,€10K,Direita,1.0,Atacante,99.0,"Oct 30, 2018",,"2022","5'6","139lbs",62.0,77.0,68.0,76.0,77.0,69.0
198279,C. Schuler,30,United States,66,66,Orlando City SC,€475K,€2K,Esquerda,1.0,Zagueiro,28.0,"Mar 2, 2018",,"2022","6'4","205lbs",43.0,37.0,33.0,33.0,56.0,79.0
199815,S. Mantom,26,England,66,68,Southend United,€775K,€3K,Direita,1.0,Zagueiro pela direita,18.0,"Jun 22, 2018",,"2020","5'9","154lbs",66.0,64.0,66.0,70.0,74.0,67.0
203399,O. Bouy,25,Netherlands,66,72,PEC Zwolle,€750K,€10K,Esquerda,1.0,Zagueiro pela esquerda,34.0,,Leeds United,"May 31, 2019","5'11","174lbs",68.0,64.0,61.0,55.0,62.0,66.0
209287,J. Dongou Tsafack,23,Cameroon,66,73,CD Lugo,€925K,€3K,Direita,1.0,Atacante,14.0,"Jul 12, 2018",,"2020","5'9","154lbs",59.0,85.0,90.0,79.0,69.0,71.0
216199,P. Mainka,23,Germany,66,71,"1. FC Heidenheim 1846",€725K,€3K,Direita,1.0,Lateral direito recuado,6.0,"Jul 1, 2018",,"2020","6'4","190lbs",50.0,51.0,53.0,41.0,62.0,79.0
172423,A. Kantari,33,Morocco,66,66,Valenciennes FC,€260K,€2K,Esquerda,1.0,Zagueiro pela esquerda,24.0,"Jul 1, 2016",,"2020","6'1","172lbs",60.0,43.0,53.0,55.0,64.0,72.0
245383,T. Mavromatis,21,Greece,66,74,Panathinaikos FC,€825K,€1K,Esquerda,1.0,Zagueiro pela esquerda,24.0,"Jul 1, 2015",,"2020","6'1","170lbs",48.0,59.0,52.0,55.0,60.0,71.0
224648,Li Lei,26,China PR,66,68,Beijing Sinobo Guoan FC,€625K,€5K,Esquerda,1.0,Lateral esquerdo,4.0,"Jan 17, 2015",,"2021","6'0","146lbs",57.0,72.0,65.0,64.0,70.0,69.0
236168,Raphael Doninho,30,Brazil,66,66,Grêmio,€600K,€8K,Direita,1.0,Médio-ofensivo central,18.0,"Jan 1, 2018",,"2021","5'6","141lbs",64.0,74.0,80.0,70.0,67.0,61.0
177544,K. Bülow,32,Germany,66,66,FC Hansa Rostock,€375K,€1K,Direita,1.0,Lateral esquerdo recuado,4.0,"Jul 20, 2018",,"2020","6'2","179lbs",53.0,38.0,52.0,47.0,65.0,78.0
199049,R. Magyar,27,Sweden,66,67,SpVgg Greuther Fürth,€600K,€3K,Direita,1.0,Zagueiro pela esquerda,5.0,"Jul 1, 2017",,"2019","6'4","187lbs",50.0,51.0,58.0,56.0,59.0,79.0
208521,F. Brillant,33,France,66,66,DC United,€260K,€2K,Direita,1.0,Lateral direito recuado,13.0,"Dec 11, 2017",,"2018","6'2","181lbs",47.0,34.0,45.0,36.0,72.0,71.0
157321,K. Tamada,38,Japan,66,66,Nagoya Grampus,€220K,€2K,Esquerda,1.0,Ponta direita,28.0,"Jan 1, 2017",,"2018","5'8","148lbs",70.0,65.0,72.0,60.0,60.0,59.0
223369,M. Ballmert,24,Germany,66,69,SV Meppen,€675K,€1K,Direita,1.0,Lateral direito,15.0,"Jul 1, 2017",,"2019","5'8","150lbs",64.0,75.0,82.0,83.0,86.0,59.0
226697,M. Laínez,22,Mexico,66,72,Lobos BUAP,€875K,€2K,Esquerda,1.0,Meio-campista direito,19.0,"Jul 1, 2018",,"2019","5'7","146lbs",68.0,78.0,77.0,78.0,64.0,50.0
207754,K. Mayi,25,France,66,70,Stade Brestois 29,€850K,€3K,Direita,1.0,Atacante,9.0,"Aug 26, 2017",,"2020","6'0","172lbs",65.0,82.0,79.0,72.0,66.0,67.0
208778,N. Manfredini,30,Italy,66,66,Spezia,€425K,€1K,Direita,1.0,Goleiro,22.0,"Nov 13, 2017",,"2019","6'3","176lbs",22.0,49.0,37.0,44.0,32.0,71.0
232586,K. Koizumi,23,Japan,66,72,Kashiwa Reysol,€750K,€3K,Direita,1.0,Lateral direito,8.0,"Dec 29, 2017",,"2021","5'8","152lbs",63.0,76.0,64.0,72.0,83.0,61.0
202123,C. Aneke,24,England,66,71,Milton Keynes Dons,€875K,€5K,Direita,1.0,Atacante,10.0,"Aug 2, 2016",,"2019","6'3","183lbs",68.0,43.0,52.0,61.0,63.0,86.0
206219,Juan Cruz,25,Spain,66,67,Elche CF,€625K,€2K,Esquerda,1.0,Lateral esquerdo,23.0,"Jul 10, 2018",,"2019","5'11","154lbs",64.0,74.0,68.0,54.0,72.0,69.0
219531,S. Olivarez,26,Argentina,66,69,Belgrano de Córdoba,€675K,€4K,Esquerda,1.0,Zagueiro,25.0,,Godoy Cruz,"Jun 30, 2019","5'11","181lbs",55.0,58.0,59.0,54.0,68.0,75.0
223115,P. Gladon,26,Netherlands,66,67,Sint-Truidense VV,€775K,€19K,Direita,1.0,Atacante,18.0,,Wolverhampton Wanderers,"Jun 30, 2019","6'2","183lbs",65.0,48.0,54.0,58.0,59.0,76.0
232331,E. Aydoğan,21,Turkey,66,80,Bursaspor,€1.4M,€4K,Esquerda,1.0,Meio campista central,34.0,"Jan 15, 2015",,"2020","6'0","170lbs",66.0,70.0,75.0,71.0,76.0,60.0
243851,V. Pule,26,South Africa,66,67,Orlando Pirates,€750K,€1K,Esquerda,1.0,Meio-campista esquerdo avançado,26.0,"Jun 11, 2018",,"2021","5'7","141lbs",63.0,74.0,72.0,84.0,54.0,51.0
244363,Daniel Fuzato,20,Brazil,66,76,Roma,€800K,€7K,Direita,1.0,Goleiro,63.0,"Jul 10, 2018",,"2022","6'3","194lbs",12.0,31.0,32.0,20.0,22.0,55.0
211340,G. Valverde,28,Bolivia,66,66,,€0,€0,Direita,1.0,Lateral direito recuado,5.0,,,,"5'10","168lbs",62.0,64.0,52.0,67.0,85.0,66.0
27532,D. de Vries,37,Netherlands,66,66,Celtic,€40K,€7K,Direita,1.0,Goleiro,24.0,"Aug 14, 2016",,"2019","6'3","212lbs",23.0,33.0,29.0,36.0,30.0,71.0
170636,A. Lithgow,30,Scotland,66,66,Livingston FC,€475K,€2K,Direita,1.0,Zagueiro pela esquerda,4.0,"May 23, 2018",,"2020","6'1","187lbs",45.0,59.0,56.0,58.0,56.0,76.0
198285,L. Nicholls,25,England,66,71,Milton Keynes Dons,€625K,€4K,Direita,1.0,Goleiro,1.0,"Aug 3, 2016",,"2020","6'3","187lbs",29.0,40.0,42.0,38.0,29.0,55.0
201869,R. Teibert,25,Canada,66,70,Vancouver Whitecaps FC,€700K,€2K,Esquerda,1.0,Volante,22.0,"Jan 1, 2011",,"2020","5'8","146lbs",68.0,67.0,71.0,88.0,67.0,56.0
214669,M. Figueroa,28,Argentina,66,66,San Martin de Tucumán,€675K,€4K,Direita,1.0,Atacante,19.0,"Jul 23, 2018",,"2023","5'7","159lbs",67.0,73.0,76.0,70.0,67.0,64.0
223885,A. Nübel,21,Germany,66,78,FC Schalke 04,€925K,€4K,Direita,1.0,Goleiro,35.0,"Aug 27, 2015",,"2020","6'4","190lbs",20.0,49.0,34.0,58.0,39.0,70.0
231821,Z. Al Sahafi,24,Saudi Arabia,66,70,Al Ittihad,€700K,€8K,Direita,1.0,Zagueiro,14.0,"Jul 1, 2015",,"2021","6'2","161lbs",59.0,50.0,61.0,56.0,71.0,88.0
235149,J. Schouten,21,Netherlands,66,73,Excelsior,€900K,€2K,Direita,1.0,Zagueiro pela direita,6.0,"Jul 1, 2018",,"2021","6'1","159lbs",68.0,70.0,65.0,70.0,70.0,58.0
238989,R. Rep,28,Slovenia,66,66,TSV Hartberg,€650K,€3K,Esquerda,1.0,Médio-ofensivo central,9.0,"Jul 4, 2018",,"2020","5'10","159lbs",64.0,72.0,56.0,70.0,71.0,69.0
183437,M. Rubin,30,Italy,66,66,Foggia,€475K,€1K,Esquerda,1.0,Lateral esquerdo,23.0,"Aug 25, 2016",,"2019","6'0","165lbs",58.0,72.0,72.0,64.0,87.0,74.0
184461,L. Guldan,35,Slovakia,66,66,Zagłębie Lubin,€150K,€2K,Direita,1.0,Zagueiro pela esquerda,33.0,"Jul 1, 2013",,"2019","6'0","181lbs",59.0,38.0,56.0,61.0,71.0,72.0
189325,C. Telo,28,Sweden,66,66,Molde FK,€500K,€2K,Direita,1.0,Lateral esquerdo,3.0,"Jul 28, 2017",,"2019","5'8","159lbs",67.0,79.0,85.0,86.0,77.0,58.0
208014,M. Pearson,24,England,66,70,Luton Town,€700K,€3K,Direita,1.0,Lateral direito recuado,6.0,"Jun 26, 2018",,"2021","6'3","159lbs",54.0,64.0,62.0,61.0,71.0,76.0
233870,Ricardo Alves,27,Portugal,66,69,CD Tondela,€650K,€2K,Direita,1.0,Zagueiro,34.0,"Aug 30, 2018",,"2021","6'0","172lbs",54.0,71.0,60.0,70.0,62.0,74.0
235918,T. Paredes,25,Paraguay,66,71,Newell's Old Boys,€725K,€5K,Direita,1.0,Zagueiro,13.0,"Jan 1, 2015",,"2021","6'0","183lbs",46.0,57.0,47.0,53.0,61.0,77.0
236174,Kauã Reisende,26,Brazil,66,66,Bahia,€700K,€4K,Direita,1.0,Médio-ofensivo central,17.0,"Jan 1, 2018",,"2021","6'0","165lbs",72.0,71.0,58.0,51.0,60.0,62.0
193166,L. Madrigal,25,Mexico,66,70,Monterrey,€850K,€13K,Direita,1.0,Atacante,19.0,"Jan 1, 2011",,"2021","6'3","198lbs",67.0,46.0,38.0,30.0,69.0,87.0
203151,Augusto César,25,Brazil,66,68,Querétaro,€775K,€3K,Direita,1.0,Médio-ofensivo central,18.0,"Aug 19, 2018",,"2022","5'10","152lbs",69.0,76.0,67.0,66.0,82.0,62.0
152463,D. Holm,32,Norway,66,66,Vålerenga Fotball,€475K,€2K,Esquerda,1.0,Zagueiro pela direita,7.0,"Feb 4, 2013",,"2018","5'11","174lbs",67.0,65.0,73.0,72.0,67.0,74.0
232847,Y. Akimoto,30,Japan,66,66,Shonan Bellmare,€425K,€1K,Direita,1.0,Goleiro,1.0,"Jan 1, 2017",,"2019","6'0","185lbs",20.0,47.0,40.0,38.0,44.0,65.0
179855,J. Beckford,34,Jamaica,66,66,Bury,€350K,€5K,Direita,1.0,Atacante,9.0,"Jul 1, 2017",,"2019","6'2","183lbs",63.0,62.0,65.0,63.0,61.0,73.0
189839,N. Crovetto,32,Chile,66,66,Audax Italiano,€350K,€2K,Esquerda,1.0,Lateral esquerdo,15.0,"Jun 1, 2017",,"2018","5'9","154lbs",61.0,69.0,72.0,70.0,74.0,58.0
232848,Y. Maruyama,29,Japan,66,66,Nagoya Grampus,€500K,€3K,Esquerda,1.0,Zagueiro,17.0,"Jul 16, 2018",,"2021","6'0","168lbs",54.0,60.0,71.0,53.0,80.0,74.0
234640,B. Jatta,20,Gambia,66,77,Hamburger SV,€1.1M,€3K,Direita,1.0,Meio-campista esquerdo,18.0,"Jul 1, 2016",,"2019","6'0","174lbs",62.0,78.0,68.0,60.0,67.0,69.0
192912,G. Merebashvili,31,Georgia,66,66,Wisła Płock,€575K,€2K,Direita,1.0,Meio-campista esquerdo,10.0,"Jul 12, 2016",,"2019","5'10","165lbs",68.0,68.0,82.0,68.0,70.0,63.0
657,D. Vaughan,35,Wales,66,66,Notts County,€150K,€4K,Esquerda,1.0,Volante,8.0,"Jul 6, 2018",,"2019","5'6","154lbs",68.0,33.0,60.0,91.0,50.0,58.0
225169,T. Mauricio,24,France,66,72,Valenciennes FC,€875K,€2K,Esquerda,1.0,Meio-campista direito,22.0,"Jul 22, 2017",,"2020","5'7","148lbs",73.0,77.0,78.0,91.0,50.0,51.0
233105,K. Dougall,25,Australia,66,68,Barnsley,€650K,€3K,Direita,1.0,Volante,4.0,"Jul 27, 2018",,"2020","6'0","174lbs",63.0,74.0,64.0,65.0,75.0,68.0
186513,D. Arreola,32,Mexico,66,66,Puebla FC,€375K,€3K,Esquerda,1.0,Zagueiro pela esquerda,5.0,"Jul 1, 2018",,"2019","5'11","159lbs",67.0,69.0,66.0,64.0,73.0,70.0
202131,J. Cousins,24,England,66,68,Queens Park Rangers,€775K,€3K,Direita,1.0,Meio campista central,8.0,"Jul 13, 2016",,"2019","5'10","159lbs",68.0,76.0,78.0,78.0,79.0,66.0
214419,J. Duma,24,Argentina,66,68,CD Antofagasta,€800K,€1K,Direita,1.0,Meio-campista direito avançado,42.0,"Jan 23, 2018",,"2018","5'9","163lbs",64.0,82.0,81.0,62.0,63.0,60.0
172179,T. Spurr,30,England,66,66,Fleetwood Town,€475K,€4K,Esquerda,1.0,Lateral esquerdo,6.0,,Preston North End,"Jun 30, 2019","6'1","159lbs",63.0,66.0,65.0,61.0,68.0,70.0
243859,J. Martínez,23,Peru,66,74,CF Rayo Majadahonda,€950K,€2K,Direita,1.0,Atacante,9.0,"Jan 1, 2017",,"2020","5'11","159lbs",69.0,78.0,69.0,72.0,63.0,61.0
205460,C. Schoppenhauer,26,Germany,66,68,FC St. Pauli,€650K,€5K,Direita,1.0,Zagueiro,2.0,"Jul 1, 2017",,"2019","6'1","170lbs",41.0,46.0,51.0,59.0,54.0,74.0
211604,L. Roberts,23,England,66,72,Walsall,€650K,€2K,Esquerda,1.0,Goleiro,1.0,"Jul 22, 2014",,"2020","6'4","181lbs",31.0,45.0,44.0,31.0,30.0,63.0
244884,M. Pellegrini,18,Argentina,66,83,Estudiantes de La Plata,€1.3M,€2K,Esquerda,1.0,Meio-campista esquerdo,8.0,"Jul 23, 2018",,"2020","5'9","152lbs",70.0,75.0,73.0,74.0,56.0,49.0
144021,C. Schwegler,34,Switzerland,66,66,FC Luzern,€180K,€4K,Direita,1.0,Lateral direito,27.0,"Jun 27, 2017",,"2019","5'9","163lbs",64.0,73.0,71.0,70.0,75.0,73.0
155541,K. Petersen,33,Denmark,66,66,Odense Boldklub,€260K,€4K,Direita,1.0,Zagueiro,2.0,"Jul 1, 2016",,"2018","6'2","183lbs",53.0,37.0,55.0,49.0,54.0,77.0
223125,J. Vet,24,Netherlands,66,69,De Graafschap,€675K,€2K,Direita,1.0,Volante,8.0,"Jul 1, 2018",,"2020","6'3","187lbs",62.0,64.0,53.0,54.0,90.0,83.0
232853,H. Kawano,28,Japan,66,66,Sagan Tosu,€650K,€2K,Esquerda,1.0,Meio-campista direito,7.0,"Aug 9, 2017",,"2020","5'6","143lbs",70.0,67.0,82.0,84.0,65.0,55.0
233109,F. Stokkers,22,Netherlands,66,71,Fortuna Sittard,€875K,€3K,Direita,1.0,Atacante,19.0,"Jan 31, 2017",,"2019","6'1","174lbs",67.0,68.0,70.0,70.0,74.0,74.0
235925,G. Gómez,22,Argentina,66,75,Racing Club,€750K,€4K,Direita,1.0,Goleiro,25.0,"Jan 1, 2014",,"2021","6'3","218lbs",15.0,33.0,29.0,41.0,18.0,73.0
193173,M. Lund,27,Northern Ireland,66,66,Scunthorpe United,€650K,€4K,Direita,1.0,Meio campista esquerdo,7.0,"Aug 3, 2018",,"2020","6'0","168lbs",67.0,67.0,58.0,66.0,68.0,75.0
200086,M. Jankowski,28,Poland,66,66,Arka Gdynia,€650K,€2K,Direita,1.0,Atacante,7.0,"Mar 2, 2018",,"2019","5'11","150lbs",64.0,73.0,76.0,75.0,76.0,70.0
230038,A. Maisonnial,20,France,66,79,FC Sion,€1M,€4K,Direita,1.0,Goleiro,42.0,"Jul 1, 2018",,"2022","6'2","163lbs",17.0,62.0,32.0,61.0,41.0,65.0
232342,M. Lugo,28,Paraguay,66,66,Belgrano de Córdoba,€650K,€5K,Esquerda,1.0,Meio-campista direito,16.0,"Jan 16, 2018",,"2019","5'10","161lbs",70.0,53.0,68.0,62.0,55.0,65.0
232598,D. Niwa,32,Japan,66,66,FC Tokyo,€375K,€3K,Direita,1.0,Zagueiro,5.0,"Jul 18, 2018",,"2021","5'11","159lbs",66.0,41.0,47.0,59.0,51.0,69.0
234646,C. Riegler,26,Austria,66,69,SKN St. Pölten,€550K,€4K,Direita,1.0,Goleiro,1.0,"Jul 1, 2010",,"2019","6'1","183lbs",11.0,28.0,32.0,47.0,21.0,73.0
235670,R. Lundqvist,21,Sweden,66,75,PSV,€1M,€3K,Direita,1.0,Médio-ofensivo central,24.0,"Jul 1, 2016",,"2019","5'10","163lbs",70.0,74.0,71.0,68.0,62.0,63.0
241814,S. Muniru,25,Ghana,66,71,Yeni Malatyaspor,€725K,€4K,Direita,1.0,Volante,70.0,"Aug 28, 2018",,"2020","5'10","161lbs",71.0,64.0,63.0,67.0,38.0,71.0
182422,Zhang Lu,30,China PR,66,66,Tianjin Quanjian FC,€425K,€5K,Direita,1.0,Goleiro,1.0,"Sep 28, 2017",,"2020","6'4","187lbs",22.0,62.0,56.0,23.0,37.0,65.0
203415,J. Reeves,25,England,66,71,Bradford City,€850K,€4K,Direita,1.0,Meio campista central,8.0,"Jul 4, 2017",,"2020","5'7","154lbs",70.0,75.0,79.0,83.0,91.0,63.0
161943,E. Ward,33,England,66,66,Notts County,€260K,€5K,Direita,1.0,Zagueiro pela esquerda,19.0,"Sep 3, 2018",,"2019","6'1","183lbs",49.0,34.0,55.0,56.0,51.0,79.0
202904,J. Tamm,26,Estonia,66,69,Sarpsborg 08 FF,€675K,€2K,Esquerda,1.0,Zagueiro pela esquerda,6.0,"Jul 1, 2015",,"2019","6'4","214lbs",56.0,55.0,35.0,45.0,62.0,91.0
212120,M. Heylen,24,Belgium,66,70,SV Zulte-Waregem,€700K,€4K,Direita,1.0,Lateral direito recuado,4.0,"Jul 1, 2017",,"2020","6'2","181lbs",58.0,47.0,53.0,48.0,65.0,78.0
214680,G. Gallon,25,France,66,70,US Orléans Loiret Football,€600K,€2K,Direita,1.0,Goleiro,30.0,"Jun 21, 2017",,"2019","6'1","174lbs",18.0,40.0,38.0,54.0,29.0,64.0
222104,T. Adarabioyo,20,England,66,76,West Bromwich Albion,€925K,€6K,Direita,1.0,Zagueiro,24.0,"Oct 1, 2014",,"2021","6'5","176lbs",62.0,50.0,58.0,52.0,68.0,76.0
169112,L. Martin,31,England,66,66,Exeter City,€575K,€4K,Direita,1.0,Meio-campista esquerdo,7.0,"Jul 24, 2018",,"2019","5'11","176lbs",64.0,71.0,76.0,66.0,76.0,66.0
245144,F. Ferrari,22,Italy,66,71,Brescia,€875K,€5K,Direita,1.0,Atacante,28.0,,Genoa,"Jun 30, 2019","6'3","176lbs",64.0,47.0,49.0,49.0,61.0,80.0
194200,Trujillo,30,Spain,66,66,UD Almería,€475K,€3K,Direita,1.0,Zagueiro,5.0,"Aug 5, 2016",,"2019","5'10","174lbs",57.0,55.0,64.0,57.0,60.0,73.0
136601,Kim Yong Dae,38,Korea Republic,66,66,Ulsan Hyundai FC,€40K,€1K,Direita,2.0,Goleiro,1.0,"Feb 10, 2016",,"2018","6'2","179lbs",24.0,50.0,52.0,58.0,22.0,70.0
220569,E. Babayan,22,Armenia,66,72,Hobro IK,€875K,€3K,Direita,1.0,Meio-campista esquerdo,17.0,"Sep 15, 2013",,"2021","5'11","161lbs",63.0,85.0,75.0,77.0,67.0,61.0
243609,Diogo Santos,33,Portugal,66,66,Santa Clara,€260K,€2K,Direita,1.0,Volante,5.0,"Jul 1, 2016",,"2019","6'3","185lbs",57.0,41.0,40.0,42.0,72.0,82.0
244377,T. Borevković,21,Croatia,66,75,Rio Ave FC,€875K,€2K,Direita,1.0,Lateral direito recuado,6.0,"Jul 1, 2018",,"2023","6'4","190lbs",44.0,50.0,31.0,39.0,64.0,85.0
183449,J. Jacobson,31,Wales,66,66,Wycombe Wanderers,€425K,€3K,Esquerda,1.0,Lateral esquerdo,3.0,"Jul 1, 2014",,"2020","5'11","174lbs",60.0,72.0,77.0,60.0,86.0,73.0
199578,Benja,30,Spain,66,66,Elche CF,€625K,€3K,Direita,1.0,Atacante,9.0,"Jul 7, 2017",,"2019","6'2","183lbs",58.0,45.0,51.0,38.0,58.0,91.0
220058,D. Phillips,23,England,66,75,Charlton Athletic,€750K,€3K,Direita,1.0,Goleiro,1.0,"Jul 9, 2013",,"2019","6'2","168lbs",27.0,48.0,30.0,54.0,38.0,58.0
232090,G. Aburjania,23,Georgia,66,73,CD Lugo,€775K,€4K,Direita,1.0,Volante,18.0,,Sevilla FC,"Jun 30, 2019","6'1","172lbs",70.0,59.0,58.0,64.0,60.0,69.0
233114,J. Riley,21,England,66,75,Bradford City,€850K,€3K,Direita,1.0,Lateral direito,2.0,"Jul 1, 2018",,"2020","6'0","157lbs",65.0,75.0,64.0,74.0,72.0,61.0
240282,A. Matějů,22,Czech Republic,66,73,Brescia,€750K,€10K,Direita,1.0,Lateral direito,3.0,,Brighton & Hove Albion,"Jun 30, 2019","6'0","174lbs",66.0,74.0,70.0,70.0,71.0,64.0
191130,Filipe Brigues,27,Portugal,66,66,GD Chaves,€525K,€3K,Direita,1.0,Lateral direito,28.0,"Jul 1, 2018",,"2020","5'10","159lbs",63.0,67.0,64.0,71.0,78.0,68.0
199323,J. Zelený,25,Czech Republic,66,69,SK Slavia Praha,€675K,€1K,Esquerda,1.0,Lateral esquerdo,12.0,"Jul 1, 2018",,"2022","6'3","179lbs",60.0,72.0,55.0,57.0,62.0,66.0
215195,S. Svendsen,20,Norway,66,75,Hammarby IF,€1M,€2K,Direita,1.0,Atacante,9.0,"Aug 11, 2017",,"2021","5'8","148lbs",66.0,84.0,77.0,86.0,76.0,55.0
225435,J. Moreno,21,Colombia,66,77,Once Caldas,€975K,€1K,Esquerda,1.0,Zagueiro,3.0,"Aug 10, 2014",,"2019","6'2","172lbs",50.0,55.0,43.0,49.0,62.0,84.0
239259,R. Bushiri,18,Belgium,66,82,KAS Eupen,€1.2M,€2K,Direita,1.0,Zagueiro,25.0,,KV Oostende,"Jun 30, 2019","6'2","201lbs",52.0,62.0,43.0,48.0,62.0,89.0
245403,H. Rivero,25,Argentina,66,69,Deportivo Pasto,€825K,€1K,Direita,1.0,Atacante,24.0,"Jul 31, 2018",,"2021","6'4","187lbs",63.0,58.0,55.0,43.0,64.0,80.0
190619,M. Grella,31,United States,66,66,Columbus Crew SC,€575K,€3K,Direita,1.0,Meio-campista esquerdo,13.0,"Feb 7, 2018",,"2018","5'11","181lbs",68.0,62.0,69.0,70.0,56.0,73.0
205724,I. Lanni,28,Italy,66,67,Ascoli,€525K,€1K,Direita,1.0,Goleiro,1.0,"Jul 1, 2014",,"2021","6'1","168lbs",18.0,38.0,60.0,48.0,41.0,43.0
206492,A. Sané,25,Senegal,66,69,FC Sochaux-Montbéliard,€825K,€3K,Direita,1.0,Atacante,27.0,"Jul 1, 2018",,"2020","6'0","161lbs",65.0,72.0,63.0,66.0,64.0,59.0
